agent,seed,episode,reward,ttr,max_compromised,ended_clean,wasted,restored,investigated,investigate_ratio
mlpppo,2,30,4731.164675516079,9,2,1,2,21,547,0.4558333333333333
mlpppo,2,31,3986.0929443992236,3,4,1,0,28,586,0.48833333333333334
mlpppo,2,32,4665.819787134476,4,2,0,2,24,534,0.445
mlpppo,2,33,3721.4643418209553,5,4,0,2,38,491,0.4091666666666667
mlpppo,2,34,4676.813896306605,3,2,0,1,26,571,0.47583333333333333
mlpppo,2,35,4669.4694368045575,5,2,0,1,25,561,0.4675
mlpppo,2,36,4964.428994543628,5,1,1,0,17,605,0.5041666666666667
mlpppo,2,37,4657.933980156699,4,3,0,0,28,550,0.4583333333333333
mlpppo,2,38,4771.688488821667,5,2,1,0,21,550,0.4583333333333333
mlpppo,2,39,4801.388061616691,11,2,1,1,22,524,0.43666666666666665
mlpppo,2,40,1961.405935336847,4,3,1,2,44,505,0.42083333333333334
mlpppo,2,41,4633.887725611453,3,3,1,1,25,555,0.4625
mlpppo,2,42,4730.177691885187,3,2,1,1,20,584,0.4866666666666667
mlpppo,2,43,4682.706891732538,3,2,1,1,22,564,0.47
mlpppo,2,44,4610.510549365699,4,2,0,1,21,577,0.48083333333333333
mlpppo,2,45,4664.216260559368,4,3,1,2,20,569,0.4741666666666667
mlpppo,2,46,4802.208913116865,4,2,1,1,19,583,0.48583333333333334
mlpppo,2,47,4801.151094377279,5,2,1,0,20,581,0.4841666666666667
mlpppo,2,48,3725.8777386768456,3,3,0,1,28,571,0.47583333333333333
mlpppo,2,49,4629.654345430733,6,3,1,0,23,574,0.47833333333333333
mlpppo,2,50,4871.981657572722,5,2,1,1,23,564,0.47
mlpppo,3,1,1822.0711304010888,3,3,1,1,34,724,0.6033333333333334
mlpppo,3,2,4610.108978065257,7,2,1,1,20,675,0.5625
mlpppo,3,3,-12037.370958548638,200,5,0,0,81,531,0.4425
mlpppo,3,4,4144.03794124654,3,3,0,2,31,622,0.5183333333333333
mlpppo,3,5,4605.894754908715,4,3,1,2,22,663,0.5525
mlpppo,3,6,4797.692592073912,3,2,1,3,16,744,0.62
mlpppo,3,7,4526.742832789987,3,3,1,1,24,701,0.5841666666666666
mlpppo,3,8,4183.660839298735,29,4,1,3,28,635,0.5291666666666667
mlpppo,3,9,-294.40762295703774,5,4,1,6,38,534,0.445
mlpppo,3,10,3945.0936338879974,5,4,1,1,28,717,0.5975
mlpppo,3,11,4658.833697771856,4,2,1,4,16,732,0.61
mlpppo,3,12,3915.4465776713982,3,3,1,6,26,650,0.5416666666666666
mlpppo,3,13,4416.78246731821,5,3,0,0,25,710,0.5916666666666667
mlpppo,3,14,4188.3625349171,4,3,0,1,29,674,0.5616666666666666
mlpppo,3,15,4124.236375279101,7,2,1,3,23,636,0.53
mlpppo,3,16,4567.594632024041,9,2,0,1,26,673,0.5608333333333333
mlpppo,3,17,4852.182222342416,5,2,1,0,17,748,0.6233333333333333
mlpppo,3,18,-1797.1046131528383,8,4,1,1,41,646,0.5383333333333333
mlpppo,3,19,4393.058898896147,5,3,1,0,27,681,0.5675
mlpppo,3,20,4259.529309774213,5,3,0,1,26,631,0.5258333333333334
mlpppo,3,21,3870.535255664065,36,5,1,1,28,722,0.6016666666666667
mlpppo,3,22,4458.5000144347305,3,4,1,2,19,749,0.6241666666666666
mlpppo,3,23,3573.7571378526964,22,3,1,4,37,629,0.5241666666666667
mlpppo,3,24,4842.758553856956,4,1,1,3,15,679,0.5658333333333333
mlpppo,3,25,1281.8170490609925,3,4,1,5,53,449,0.37416666666666665
mlpppo,3,26,2434.0699926758766,34,5,0,2,49,523,0.43583333333333335
mlpppo,3,27,-6880.673564178131,5,4,1,2,67,540,0.45
mlpppo,3,28,-14.87479900814661,3,3,0,3,41,610,0.5083333333333333
mlpppo,3,29,4292.671702722344,8,4,1,1,25,696,0.58
mlpppo,3,30,4858.274310130211,3,2,0,0,22,743,0.6191666666666666
mlpppo,3,31,3142.973114345801,4,3,1,1,30,651,0.5425
mlpppo,3,32,3792.989108998361,4,4,0,4,25,655,0.5458333333333333
mlpppo,3,33,3385.750296745557,5,4,0,7,30,519,0.4325
mlpppo,3,34,1356.1815119426142,48,4,0,5,33,612,0.51
mlpppo,3,35,3718.243647118239,5,3,0,1,35,688,0.5733333333333334
mlpppo,3,36,4051.1446430759947,13,5,1,1,34,628,0.5233333333333333
mlpppo,3,37,2299.230189388674,42,4,1,0,37,684,0.57
mlpppo,3,38,4369.30335324999,3,3,1,3,33,512,0.4266666666666667
mlpppo,3,39,2219.167732283973,5,4,0,0,40,636,0.53
mlpppo,3,40,4201.5864799555575,3,3,1,2,29,674,0.5616666666666666
mlpppo,3,41,4357.783272644416,10,3,1,2,25,711,0.5925
mlpppo,3,42,3904.9327279765334,5,3,1,3,34,619,0.5158333333333334
mlpppo,3,43,-5705.284840362267,5,4,1,1,46,643,0.5358333333333334
mlpppo,3,44,33.49424841801638,7,4,0,1,42,608,0.5066666666666667
mlpppo,3,45,3301.6288267133887,4,4,1,3,39,555,0.4625
mlpppo,3,46,4343.456032992499,3,2,0,2,20,665,0.5541666666666667
mlpppo,3,47,4130.964972822033,15,4,1,1,36,610,0.5083333333333333
mlpppo,3,48,3202.7992937392996,10,4,0,1,50,523,0.43583333333333335
mlpppo,3,49,3545.421250748428,25,3,0,4,38,508,0.42333333333333334
mlpppo,3,50,4135.3318043303425,18,3,0,6,26,628,0.5233333333333333
mlpppo,4,1,4772.685244631408,4,2,1,0,25,812,0.6766666666666666
mlpppo,4,2,4727.292934942343,6,2,1,0,23,845,0.7041666666666667
mlpppo,4,3,4864.952663029081,5,2,1,0,19,862,0.7183333333333334
mlpppo,4,4,4877.934885371497,5,1,1,0,20,871,0.7258333333333333
mlpppo,4,5,4924.37633151454,5,1,1,0,17,891,0.7425
mlpppo,4,6,4547.772793031994,9,3,1,1,31,834,0.695
mlpppo,4,7,4627.238084871366,3,3,0,0,22,849,0.7075
mlpppo,4,8,4778.529559313325,6,2,1,1,18,910,0.7583333333333333
mlpppo,4,9,4650.243233718668,11,3,0,1,20,866,0.7216666666666667
mlpppo,4,10,1118.4107375777182,8,3,0,1,36,773,0.6441666666666667
mlpppo,4,11,4489.704886945758,25,2,1,0,30,829,0.6908333333333333
mlpppo,4,12,4225.384349242604,25,3,1,0,35,782,0.6516666666666666
mlpppo,4,13,4502.145033201733,5,2,1,1,26,829,0.6908333333333333
mlpppo,4,14,4915.128994543627,3,1,0,0,19,897,0.7475
mlpppo,4,15,4656.026953996452,4,3,1,1,23,828,0.69
mlpppo,4,16,4737.582504727257,3,2,1,0,28,841,0.7008333333333333
mlpppo,4,17,4929.176331514541,3,1,1,0,16,883,0.7358333333333333
mlpppo,4,18,4748.476331514539,5,1,1,2,19,857,0.7141666666666666
mlpppo,4,19,4668.711447717303,5,3,1,0,22,836,0.6966666666666667
mlpppo,4,20,4692.545819872692,4,2,1,0,27,822,0.685
mlpppo,4,21,4877.848697341559,4,2,1,0,17,888,0.74
mlpppo,4,22,4431.002018406884,5,2,1,2,28,792,0.66
mlpppo,4,23,4844.005608443016,9,2,1,0,20,866,0.7216666666666667
mlpppo,4,24,4676.384378314018,4,3,1,0,26,830,0.6916666666666667
mlpppo,4,25,4757.358271472106,5,2,1,0,24,817,0.6808333333333333
mlpppo,4,26,4537.650818855628,4,4,1,1,23,843,0.7025
mlpppo,4,27,4808.159127556645,5,2,1,0,22,815,0.6791666666666667
mlpppo,4,28,4643.377614804057,10,2,1,0,27,864,0.72
mlpppo,4,29,4746.948132571867,5,2,1,2,26,821,0.6841666666666667
mlpppo,4,30,4783.734320601802,10,2,0,0,18,887,0.7391666666666666
mlpppo,4,31,4655.224085457581,4,3,1,0,26,826,0.6883333333333334
mlpppo,4,32,4835.028994543627,5,2,1,0,17,906,0.755
mlpppo,4,33,4635.332016832625,8,3,1,1,24,831,0.6925
mlpppo,4,34,4805.976331514543,3,2,1,0,18,890,0.7416666666666667
mlpppo,4,35,4744.379636188388,4,2,1,0,18,886,0.7383333333333333
mlpppo,4,36,4954.876331514543,4,1,1,0,9,937,0.7808333333333334
mlpppo,4,37,3717.6209721240025,30,3,1,3,26,823,0.6858333333333333
mlpppo,4,38,4862.998825770212,3,2,1,0,24,867,0.7225
mlpppo,4,39,4285.031190161389,8,3,0,1,31,806,0.6716666666666666
mlpppo,4,40,4759.005608443021,4,2,0,0,22,855,0.7125
mlpppo,4,41,4436.564433235474,20,3,1,0,28,815,0.6791666666666667
mlpppo,4,42,4198.7022237105975,4,3,1,2,37,769,0.6408333333333334
mlpppo,4,43,4925.699999999997,7,1,1,0,16,891,0.7425
mlpppo,4,44,4684.838420876603,6,3,1,0,27,815,0.6791666666666667
mlpppo,4,45,4651.769548841732,5,2,1,0,23,869,0.7241666666666666
mlpppo,4,46,4817.092652557495,4,2,1,0,24,847,0.7058333333333333
mlpppo,4,47,4838.47633151454,5,2,1,0,18,868,0.7233333333333334
mlpppo,4,48,4661.700795600953,5,2,1,0,28,816,0.68
mlpppo,4,49,4592.983505631927,5,3,1,0,25,848,0.7066666666666667
mlpppo,4,50,4747.65879155141,3,2,1,0,18,898,0.7483333333333333
playbook,0,1,4832.674564814436,9,2,1,0,21,182,0.15166666666666667
playbook,0,2,4840.687863568392,7,2,1,0,22,164,0.13666666666666666
playbook,0,3,4583.046510691887,4,2,1,0,29,159,0.1325
playbook,0,4,4436.689401542129,5,2,0,0,32,172,0.14333333333333334
playbook,0,5,4527.389462025711,4,3,1,0,33,156,0.13
playbook,0,6,4915.058586639913,6,2,1,0,17,157,0.13083333333333333
playbook,0,7,4609.417516148259,5,2,1,0,28,165,0.1375
playbook,0,8,4575.117455664673,4,2,1,0,27,187,0.15583333333333332
playbook,0,9,4381.502931127345,5,2,1,0,32,166,0.13833333333333334
playbook,0,10,4524.841124150131,6,2,1,0,28,173,0.14416666666666667
playbook,0,11,4393.155080940325,16,2,1,0,35,170,0.14166666666666666
playbook,0,12,4765.074847199285,6,2,1,0,25,171,0.1425
playbook,0,13,4527.69148341004,6,3,1,0,28,184,0.15333333333333332
playbook,0,14,4521.397091853063,9,2,1,0,27,167,0.13916666666666666
playbook,0,15,4826.064708299038,7,2,1,0,18,170,0.14166666666666666
playbook,0,16,4659.090542988955,11,2,1,0,25,159,0.1325
playbook,0,17,4872.024266038107,5,2,1,0,23,160,0.13333333333333333
playbook,0,18,4769.774564814439,5,2,0,0,22,171,0.1425
playbook,0,19,4634.270401078608,7,2,0,0,28,182,0.15166666666666667
playbook,0,20,4801.598233299892,4,2,1,0,23,156,0.13
playbook,0,21,4670.4014774901525,6,2,1,0,24,173,0.14416666666666667
playbook,0,22,4236.063025935476,6,3,1,0,39,166,0.13833333333333334
playbook,0,23,4572.904156910718,4,2,0,0,33,147,0.1225
playbook,0,24,4211.151430420605,11,3,1,0,40,159,0.1325
playbook,0,25,4530.33371622404,5,2,1,0,28,159,0.1325
playbook,0,26,4567.616059533627,11,3,1,0,26,168,0.14
playbook,0,27,4720.272825814955,6,2,1,0,26,178,0.14833333333333334
playbook,0,28,4325.787380157801,4,2,1,0,35,160,0.13333333333333333
playbook,0,29,4691.349670545606,29,2,1,0,25,187,0.15583333333333332
playbook,0,30,4752.001537973735,12,2,1,0,23,158,0.13166666666666665
playbook,0,31,4299.48199361604,5,3,1,0,37,165,0.1375
playbook,0,32,4369.158325130584,5,3,1,0,32,155,0.12916666666666668
playbook,0,33,4556.439615981907,9,3,0,0,30,159,0.1325
playbook,0,34,4637.11298569104,6,2,1,0,31,157,0.13083333333333333
playbook,0,35,4786.0801732574555,4,3,1,0,20,148,0.12333333333333334
playbook,0,36,4680.096776685258,6,2,1,0,24,166,0.13833333333333334
playbook,0,37,4539.68139606339,4,3,1,0,27,176,0.14666666666666667
playbook,0,38,4557.122781722846,7,2,1,0,23,164,0.13666666666666666
playbook,0,39,4516.297091853062,10,2,1,0,29,158,0.13166666666666665
playbook,0,40,4491.567754440999,5,2,1,0,35,161,0.13416666666666666
playbook,0,41,4430.018456569343,10,3,1,0,30,160,0.13333333333333333
playbook,0,42,4596.894069564066,4,3,1,0,28,169,0.14083333333333334
playbook,0,43,4370.501792657958,4,3,1,0,33,176,0.14666666666666667
playbook,0,44,4879.116575727175,8,2,1,0,23,157,0.13083333333333333
playbook,0,45,4774.601820358585,4,2,1,0,23,165,0.1375
playbook,0,46,4849.869521141109,8,2,1,0,18,176,0.14666666666666667
playbook,0,47,4886.435261022892,8,2,1,0,23,164,0.13666666666666666
playbook,0,48,4760.396494300409,11,2,1,0,20,160,0.13333333333333333
playbook,0,49,4497.7624283828245,8,3,1,0,33,172,0.14333333333333334
playbook,0,50,4402.665672573087,5,2,0,0,37,168,0.14
playbook,1,1,4582.58959959043,11,3,0,0,28,152,0.12666666666666668
playbook,1,2,4752.185216930781,9,2,0,0,20,161,0.13416666666666666
playbook,1,3,4425.174158484978,4,2,0,0,34,171,0.1425
playbook,1,4,4634.543488402891,7,3,1,0,28,161,0.13416666666666666
playbook,1,5,4332.905097331801,18,2,1,0,30,158,0.13166666666666665
playbook,1,6,4658.56513550402,6,3,0,0,26,163,0.13583333333333333
playbook,1,7,4778.893189626567,6,2,1,0,18,179,0.14916666666666667
playbook,1,8,4376.065672573089,5,3,1,0,33,164,0.13666666666666666
playbook,1,9,4447.40774396941,8,2,1,0,31,151,0.12583333333333332
playbook,1,10,4930.700879937501,4,2,1,0,20,163,0.13583333333333333
playbook,1,11,4670.020333133543,4,3,1,0,25,176,0.14666666666666667
playbook,1,12,4583.457102324653,9,3,0,0,28,158,0.13166666666666665
playbook,1,13,4926.982597993801,10,2,1,0,19,175,0.14583333333333334
playbook,1,14,4831.269521141108,5,2,0,0,18,162,0.135
playbook,1,15,4455.826539129218,8,3,1,0,37,165,0.1375
playbook,1,16,4332.000053658478,14,3,1,0,34,173,0.14416666666666667
playbook,1,17,4642.391107758654,5,3,1,0,26,172,0.14333333333333334
playbook,1,18,4454.2573847095,6,3,0,0,31,163,0.13583333333333333
playbook,1,19,4460.813130511169,5,3,1,0,34,165,0.1375
playbook,1,20,4333.762743550627,7,2,1,0,33,156,0.13
playbook,1,21,4721.601195105304,10,2,0,0,21,168,0.14
playbook,1,22,4830.963912698087,4,2,1,0,22,165,0.1375
playbook,1,23,4901.58225512537,5,2,1,0,18,145,0.12083333333333333
playbook,1,24,4935.3479345235655,8,2,1,0,17,160,0.13333333333333333
playbook,1,25,4361.21184424421,6,2,1,0,37,165,0.1375
playbook,1,26,4546.399113237391,10,3,1,0,34,168,0.14
playbook,1,27,4856.498233299891,6,2,1,0,22,157,0.13083333333333333
playbook,1,28,4617.873621415909,4,3,1,0,29,188,0.15666666666666668
playbook,1,29,4670.914211474413,8,2,1,0,25,164,0.13666666666666666
playbook,1,30,4326.082789216997,16,3,1,0,35,165,0.1375
playbook,1,31,4527.533433839196,6,2,1,0,28,174,0.145
playbook,1,32,4559.510390607017,33,3,1,0,31,168,0.14
playbook,1,33,4603.047245809261,14,2,1,0,26,164,0.13666666666666666
playbook,1,34,4470.40711871613,7,2,0,0,28,164,0.13666666666666666
playbook,1,35,4781.104466996195,4,2,1,0,24,158,0.13166666666666665
playbook,1,36,4751.573108199801,9,2,1,0,29,158,0.13166666666666665
playbook,1,37,4775.299311285696,5,3,1,0,25,148,0.12333333333333334
playbook,1,38,4425.502075042803,11,2,1,0,32,149,0.12416666666666666
playbook,1,39,4533.335798091955,5,3,1,0,31,171,0.1425
playbook,1,40,4232.908684390494,6,2,0,0,37,167,0.13916666666666666
playbook,1,41,4548.468097309433,6,2,1,0,33,166,0.13833333333333334
playbook,1,42,4780.161548445323,5,2,1,0,24,148,0.12333333333333334
playbook,1,43,4600.270461562193,4,2,1,0,30,143,0.11916666666666667
playbook,1,44,4860.716575727174,7,2,1,0,17,151,0.12583333333333332
playbook,1,45,4592.264792635585,10,2,1,0,26,142,0.11833333333333333
playbook,1,46,4632.012472474932,15,2,1,0,27,155,0.12916666666666668
playbook,1,47,4456.473080499173,7,2,1,0,32,169,0.14083333333333334
playbook,1,48,4380.441782186367,4,3,1,0,34,155,0.12916666666666668
playbook,1,49,4357.518678470607,5,2,1,0,37,167,0.13916666666666666
playbook,1,50,4855.6455702708045,6,2,1,0,18,162,0.135
playbook,2,1,4279.535230344819,11,2,1,0,35,162,0.135
playbook,2,2,4711.724863590759,5,3,1,0,21,160,0.13333333333333333
playbook,2,3,4477.378124172499,6,2,1,0,31,174,0.145
playbook,2,4,4537.985069133215,10,3,1,0,31,177,0.1475
playbook,2,5,4527.938820380954,6,2,1,0,29,168,0.14
playbook,2,6,4742.574564814436,4,2,1,0,21,173,0.14416666666666667
playbook,2,7,4843.898515684738,6,3,1,0,19,176,0.14666666666666667
playbook,2,8,4395.084588700061,12,2,1,0,36,174,0.145
playbook,2,9,4537.907316764435,6,2,1,0,32,168,0.14
playbook,2,10,4705.459184192565,5,2,1,0,25,160,0.13333333333333333
playbook,2,11,4722.514493859261,4,2,1,0,23,151,0.12583333333333332
playbook,2,12,4455.22574352826,5,2,0,0,33,175,0.14583333333333334
playbook,2,13,4589.981626894648,7,3,0,0,29,153,0.1275
playbook,2,14,4876.647934523565,4,2,1,0,21,167,0.13916666666666666
playbook,2,15,4530.3970918530595,5,2,1,0,31,147,0.1225
playbook,2,16,4758.4432060180425,5,2,1,0,22,169,0.14083333333333334
playbook,2,17,5068.356250087784,6,1,1,0,17,169,0.14083333333333334
playbook,2,18,4448.25824079404,18,3,1,0,40,170,0.14166666666666666
playbook,2,19,4547.833494322781,6,3,0,0,27,172,0.14333333333333334
playbook,2,20,4664.366874503499,4,2,1,0,31,173,0.14416666666666667
playbook,2,21,4579.362145997976,10,3,1,0,28,133,0.11083333333333334
playbook,2,22,4411.155251287999,10,3,1,0,32,169,0.14083333333333334
playbook,2,23,4682.288521604629,6,2,1,0,24,156,0.13
playbook,2,24,4693.001537973736,4,3,1,0,21,168,0.14
playbook,2,25,4081.515310335736,11,3,1,0,43,159,0.1325
playbook,2,26,4844.622244653781,5,2,1,0,21,153,0.1275
playbook,2,27,4380.041439317935,5,3,1,0,31,175,0.14583333333333334
playbook,2,28,4663.353858134392,12,2,1,0,32,164,0.13666666666666666
playbook,2,29,4792.679890872606,12,2,1,0,25,169,0.14083333333333334
playbook,2,30,4775.603559358064,8,2,1,0,24,163,0.13583333333333333
playbook,2,31,4454.09674898463,6,3,1,0,33,176,0.14666666666666667
playbook,2,32,4795.2929072417155,15,2,1,0,20,152,0.12666666666666668
playbook,2,33,4486.250489999519,5,2,1,0,33,157,0.13083333333333333
playbook,2,34,4654.44377078774,5,2,1,0,26,155,0.12916666666666668
playbook,2,35,4653.622842206433,5,3,1,0,29,150,0.125
playbook,2,36,4366.954455687044,7,2,1,0,34,165,0.1375
playbook,2,37,4968.461233277525,10,2,0,0,19,161,0.13416666666666666
playbook,2,38,4904.722244653779,6,2,0,0,16,182,0.15166666666666667
playbook,2,39,4762.556504772,6,2,1,0,26,150,0.125
playbook,2,40,4445.278749425782,5,3,1,0,33,172,0.14333333333333334
playbook,2,41,4686.612190090084,5,2,1,0,25,166,0.13833333333333334
playbook,2,42,4567.865195987607,4,2,1,0,29,161,0.13416666666666666
playbook,2,43,4506.134229440154,4,3,0,0,34,164,0.13666666666666666
playbook,2,44,4610.773278547478,6,3,0,0,28,175,0.14583333333333334
playbook,2,45,4587.410108222171,6,2,1,0,29,166,0.13833333333333334
playbook,2,46,4512.327825396174,8,2,1,0,35,156,0.13
playbook,2,47,4990.9195652332155,5,2,1,0,15,151,0.12583333333333332
playbook,2,48,4622.905150559977,4,3,0,0,28,162,0.135
playbook,2,49,4518.323064107694,20,2,1,0,28,165,0.1375
playbook,2,50,4385.507461584563,5,3,1,0,28,157,0.13083333333333333
playbook,3,1,4904.429592096281,7,3,0,0,15,173,0.14416666666666667
playbook,3,2,4472.13377670763,4,3,1,0,31,162,0.135
playbook,3,3,4781.68549931563,12,2,1,0,22,149,0.12416666666666666
playbook,3,4,4716.824863590759,5,2,1,0,20,169,0.14083333333333334
playbook,3,5,4460.59646659978,8,2,1,0,29,178,0.14833333333333334
playbook,3,6,4474.209482968891,5,2,1,0,28,151,0.12583333333333332
playbook,3,7,4989.83728240722,5,2,1,0,15,151,0.12583333333333332
playbook,3,8,4518.868662079129,4,3,1,0,30,158,0.13166666666666665
playbook,3,9,4321.015688964564,7,3,0,0,32,160,0.13333333333333333
playbook,3,10,4069.0405197723685,16,3,1,0,41,166,0.13833333333333334
playbook,3,11,4794.064195082935,5,2,0,0,23,127,0.10583333333333333
playbook,3,12,4390.212727159151,5,3,0,0,32,146,0.12166666666666667
playbook,3,13,4364.742004087629,19,3,1,0,36,154,0.12833333333333333
playbook,3,14,4305.469824401477,8,3,1,0,39,165,0.1375
playbook,3,15,4779.690542988952,6,2,1,0,22,163,0.13583333333333333
playbook,3,16,4383.520699854935,6,3,1,0,32,168,0.14
playbook,3,17,4534.13875989737,4,2,1,0,31,175,0.14583333333333334
playbook,3,18,4222.349042314886,11,3,0,0,36,169,0.14083333333333334
playbook,3,19,4450.987235337673,7,3,1,0,29,183,0.1525
playbook,3,20,4114.287634842018,7,3,1,0,46,168,0.14
playbook,3,21,4221.234826992802,8,2,1,0,37,170,0.14166666666666666
playbook,3,22,4662.790542988956,9,2,1,0,23,172,0.14333333333333334
playbook,3,23,4679.415058628957,18,3,0,0,22,158,0.13166666666666665
playbook,3,24,4729.727227843521,4,2,1,0,27,165,0.1375
playbook,3,25,4647.58399114741,5,2,1,0,27,142,0.11833333333333333
playbook,3,26,4376.931351971282,21,2,1,0,38,168,0.14
playbook,3,27,4317.163711672345,5,3,1,0,33,163,0.13583333333333333
playbook,3,28,4537.357727577933,6,2,1,0,29,166,0.13833333333333334
playbook,3,29,4908.624548422957,5,2,1,0,20,177,0.1475
playbook,3,30,4758.838162344717,12,3,0,0,21,151,0.12583333333333332
playbook,3,31,4679.643488402889,6,2,1,0,27,170,0.14166666666666666
playbook,3,32,4757.467439273195,5,2,1,0,30,158,0.13166666666666665
playbook,3,33,4472.378124172498,11,2,1,0,32,164,0.13666666666666666
playbook,3,34,4853.287581183546,4,2,1,0,24,165,0.1375
playbook,3,35,4640.235798091956,6,3,1,0,22,162,0.135
playbook,3,36,4299.261655331975,4,3,1,0,34,164,0.13666666666666666
playbook,3,37,4826.179890872608,4,2,1,0,25,154,0.12833333333333333
playbook,3,38,4668.5966646480865,7,3,1,0,25,157,0.13083333333333333
playbook,3,39,4497.491140541607,4,3,1,0,31,162,0.135
playbook,3,40,4649.630814902217,10,2,0,0,29,165,0.1375
playbook,3,41,4893.624266038111,4,2,1,0,13,164,0.13666666666666666
playbook,3,42,4096.4143256164725,22,3,1,0,42,163,0.13583333333333333
playbook,3,43,4681.717516148256,8,3,1,0,24,142,0.11833333333333333
playbook,3,44,4644.606521163477,5,2,1,0,23,175,0.14583333333333334
playbook,3,45,4617.317738049523,5,3,0,0,25,168,0.14
playbook,3,46,4484.001792657955,6,2,1,0,31,171,0.1425
playbook,3,47,4811.732553901693,4,2,1,0,17,152,0.12666666666666668
playbook,3,48,4434.202135526389,7,2,1,0,25,163,0.13583333333333333
playbook,3,49,4559.438820380957,4,2,1,0,29,163,0.13583333333333333
playbook,3,50,4424.990136659498,5,3,0,0,37,184,0.15333333333333332
playbook,4,1,4622.606521163479,9,2,1,0,29,155,0.12916666666666668
playbook,4,2,4622.748532076216,20,2,1,0,31,173,0.14416666666666667
playbook,4,3,4749.732836286544,5,2,1,0,17,165,0.1375
playbook,4,4,4413.772798114324,7,2,1,0,28,173,0.14416666666666667
playbook,4,5,4858.364195082934,4,2,1,0,22,164,0.13666666666666666
playbook,4,6,4782.998515684738,5,2,1,0,18,175,0.14583333333333334
playbook,4,7,4259.632010007518,10,3,1,0,38,169,0.14083333333333334
playbook,4,8,4932.271603009023,8,2,1,0,21,154,0.12833333333333333
playbook,4,9,4590.4224993379985,7,2,1,0,27,158,0.13166666666666665
playbook,4,10,4744.090542988956,5,2,1,0,23,179,0.14916666666666667
playbook,4,11,4676.948874944653,6,2,1,0,25,175,0.14583333333333334
playbook,4,12,4443.596748984628,5,2,0,0,32,171,0.1425
playbook,4,13,4853.845570270803,6,2,1,0,17,160,0.13333333333333333
playbook,4,14,4819.998858553174,4,2,1,0,22,159,0.1325
playbook,4,15,4753.374564814435,5,2,1,0,22,165,0.1375
playbook,4,16,4377.759781745219,12,3,0,0,35,164,0.13666666666666666
playbook,4,17,4723.630189648933,10,2,0,0,23,138,0.115
playbook,4,18,4347.134742656261,6,3,1,0,32,167,0.13916666666666666
playbook,4,19,4718.183135062869,11,2,0,0,27,169,0.14083333333333334
playbook,4,20,4588.106803548328,5,2,1,0,30,163,0.13583333333333333
playbook,4,21,4476.831351971283,10,2,1,0,34,159,0.1325
playbook,4,22,4723.41953753259,5,2,0,0,24,166,0.13833333333333334
playbook,4,23,4651.783135062869,6,2,0,0,28,173,0.14416666666666667
playbook,4,24,4400.632490440672,4,2,0,0,36,161,0.13416666666666666
playbook,4,25,4402.267384742168,4,3,1,0,30,156,0.13
playbook,4,26,4479.649412013717,4,2,1,0,31,164,0.13666666666666666
playbook,4,27,4094.906884907431,18,3,1,0,41,158,0.13166666666666665
playbook,4,28,4323.063933573607,5,2,1,0,34,176,0.14666666666666667
playbook,4,29,4882.518939979937,4,2,0,0,19,158,0.13166666666666665
playbook,4,30,4811.069521141106,7,2,1,0,18,164,0.13666666666666666
playbook,4,31,4550.281909279497,13,3,1,0,29,183,0.1525
playbook,4,32,4498.837081381474,37,2,0,0,29,171,0.1425
playbook,4,33,4496.215434280344,6,2,0,0,35,165,0.1375
playbook,4,34,4629.269836308913,6,2,1,0,27,166,0.13833333333333334
playbook,4,35,4542.362145997978,5,2,1,0,31,173,0.14416666666666667
playbook,4,36,4571.275727136784,4,3,1,0,31,149,0.12416666666666666
playbook,4,37,4448.318678470607,5,2,0,0,27,179,0.14916666666666667
playbook,4,38,4577.304156910716,4,2,1,0,25,163,0.13583333333333333
playbook,4,39,4563.746450208305,4,3,1,0,29,151,0.12583333333333332
playbook,4,40,4676.477526619847,5,2,1,0,25,156,0.13
playbook,4,41,4469.535367909541,8,3,1,0,31,180,0.15
playbook,4,42,4579.26513550402,6,2,1,0,27,186,0.155
playbook,4,43,4763.848814461065,5,3,1,0,27,155,0.12916666666666668
playbook,4,44,4356.243203040605,5,3,0,0,34,160,0.13333333333333333
playbook,4,45,4867.692907241719,6,2,1,0,18,168,0.14
playbook,4,46,4869.756908124016,5,2,1,0,17,163,0.13583333333333333
playbook,4,47,4917.934918154456,4,2,0,0,18,155,0.12916666666666668
playbook,4,48,4472.449412013715,7,2,1,0,28,146,0.12166666666666667
playbook,4,49,4624.233776707626,20,3,0,0,28,161,0.13416666666666666
playbook,4,50,4739.643548886475,6,2,1,0,27,151,0.12583333333333332
